10044593|5.53
20349274|42.32
195588867|25.49
202584781|5.53
187868264|5.53
11695163|11.22
170578172|5.53
20075744|5.53
28460468|23.01
165500347|23.55
24256843|19.26
153296733|5.53
200843965|38.85
8359672|27.25
191367210|16.83
31389830|42.32
223288998|7.63
31758724|5.53
26617800|10.64
153925425|49.77
226779067|16.88
212922143|11.22
228068194|8.31
206946097|8.31
172747092|5.53
153505891|7.45
208296434|5.53
154393063|34.01
189433866|16.83
188760683|37.31
192334598|33.33
168477994|19.26
10751801|5.53
159808452|16.27
225470099|22.55
204825844|9.20
202246641|11.22
217680955|10.14
222000502|11.22
219249031|5.69
5906261|5.53
158867514|5.53
225716880|11.22
180306893|5.53
7598121|34.01
207062871|5.69
224964544|5.53
39607872|8.29
24742922|5.53
158755112|5.53
183160023|22.79
7574224|5.53
174740843|23.79
33217926|49.77
9371014|5.53
173139633|5.53
221029400|49.77
190612572|12.10
172139566|34.01
171846019|11.58
170733910|11.22
187129688|15.76
223490343|7.96
4855454|5.53
228902673|6.61
155373244|41.81
165510665|11.32
3862981|5.69
192801803|23.63
196852393|24.79
151167492|20.06
151483913|5.53
184361362|5.53
211576813|5.53
226958963|5.53
194511676|36.89
170527550|7.79
216833861|34.01
188780993|15.48
229387783|5.53
176140522|34.01
187126222|5.53
173541990|5.53
197044734|11.22
156243484|16.83
26907436|7.96
26462401|5.57
209136843|5.53
225579521|20.26
224403645|14.46
162805490|5.53
165044216|49.77
229238076|15.41
184881007|14.82
225646663|11.22
227196132|5.53
27232876|49.77
7572838|42.32
176342392|5.53
189957641|22.88
153684975|5.30
229317373|6.61
150277901|5.53
8714685|14.59
198515421|5.53
177033366|7.45
226716406|34.16
162011760|42.91
161326955|5.30
211312824|5.53
207197111|44.24
32072043|5.53
212097820|5.53
153108232|5.69
207605260|5.69
228720916|9.08
224373391|24.76
180750053|5.53
4450721|5.53
226946326|14.49
28577634|5.53
3453906|11.22
190912181|5.53
29807602|5.53
184763042|18.71
227620724|5.53
210464474|11.22
172079230|6.07
218153394|13.57
207977696|11.30
26145939|33.77
167060890|11.22
200238222|16.94
173088946|9.29
155406110|5.53
24874471|24.98
229201505|22.79
26777414|19.19
157248338|23.55
228166934|20.28
166258604|5.53
226256940|5.53
150160470|33.77
194538133|11.30
202746018|22.04
7067760|5.53
229170990|16.42
211790080|37.31
38423476|10.14
7206150|11.22
203972252|5.53
164371996|13.65
194985476|7.45
175653576|20.06
157751960|5.53
228826|34.01
190999681|5.53
183513234|5.53
209003724|21.76
229439468|5.53
38000762|31.18
193703211|21.72
169852312|11.22
178004631|38.44
160370167|18.66
226234284|5.53
188122000|22.35
221996702|24.79
30606410|5.53
217288106|26.57
224500265|28.56
159119371|21.09
155489041|5.53
229169679|14.59
159248312|5.53
199815841|5.53
183268034|16.88
165127370|9.20
1302653|11.30
160482641|13.65
168703036|10.14
222965178|16.42
158610071|28.16
170648490|7.52
220129760|5.53
162001283|42.32
182533190|7.79
175312684|27.57
198953501|6.80
162075760|5.53
164007721|7.84
204199571|11.10
11464262|5.53
212161170|17.11
210486631|5.53
192550285|11.58
177168131|13.65
193093350|5.53
201185290|17.18
168246562|5.53
154448871|34.36
30662336|5.69
209190693|6.80
214921671|5.69
175674495|23.55
196504498|11.12
37507209|5.30
166033962|8.35
163032431|5.53
183793460|5.53
206963660|5.53
176929830|40.55
172680071|5.53
172813191|5.53
8717967|15.96
196342502|5.69
162041003|5.53
205564317|6.80
159531131|5.53
229255682|7.96
181034341|5.69
20093724|11.62
168349571|5.53
186152699|11.22
31113162|19.26
35726903|5.53
210671800|11.22
120508957|18.67
31533846|49.77
216407527|11.22
163945767|24.79
222516921|29.74
159497141|5.53
229319808|16.83
179822580|16.88
120148912|28.52
197660227|41.81
27260020|5.69
173105794|44.16
155615988|5.53
199638881|9.20
158945599|39.06
160035590|27.06
31710661|5.53
163784323|5.53
162064649|5.57
178701744|6.07
176484314|28.32
167060152|5.53
227647593|27.06
155105738|5.69
208632018|5.30
27676940|5.53
24297981|11.22
168565238|7.79
171269864|5.53
226242593|5.53
190707529|13.13
26831813|5.69
158739086|13.41
8540403|18.26
185281554|11.58
32900956|7.45
209005355|16.42
166319962|14.83
193665503|5.53
178727530|22.79
183660740|5.53
34022541|5.53
35912433|5.53
188373142|5.57
33604697|11.64
10387113|6.80
185039432|24.79
179934381|6.61
11115851|5.53
188266780|5.69
151769698|23.55
215434484|5.69
181444704|6.80
225375058|25.49
214113709|8.81
221463250|7.45
163553935|16.83
165612729|5.30
187651829|7.96
227391122|13.41
184541990|5.69
181158855|5.57
229249246|6.80
181972420|11.22
198374680|13.41
176492778|20.45
220234371|5.53
217657821|11.22
155492732|5.53
155707144|5.53
193460669|28.56
153059423|33.77
150467630|5.53
